trace_id,dataset,task_id,model,agent_or_harness,success,reward,resolved,duration_s,input_tokens,output_tokens,cache_tokens,total_steps
terminalbench:2509cfe6-e307-4f60-9ff3-18024b69f429,terminalbench,financial-document-processor,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,302.0010070800781,158941.0,5720.0,0.0,19
terminalbench:feal-differential-cryptanalysis__tTU8BNF,terminalbench,feal-differential-cryptanalysis,gpt-5.1-codex@openai,terminus-2,True,1.0,True,1717.0699462890625,256613.0,103400.0,,26
terminalbench:dna-assembly__mJYoPxr,terminalbench,dna-assembly,gpt-5.1@openai,terminus-2,False,0.0,False,1835.6710205078125,189811.0,91719.0,,10
terminalbench:adaptive-rejection-sampler__Bw7wzVY,terminalbench,adaptive-rejection-sampler,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,220.16299438476562,7522.0,2886.0,,4
terminalbench:gcode-to-text__kREGwLq,terminalbench,gcode-to-text,claude-sonnet-4-5-20250929@anthropic,openhands,False,0.0,False,539.2459716796875,1653472.0,22554.0,,93
terminalbench:feal-differential-cryptanalysis__Pom7wfC,terminalbench,feal-differential-cryptanalysis,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,114.50800323486328,4333.0,8611.0,,5
terminalbench:gpt2-codegolf__mqQnFJK,terminalbench,gpt2-codegolf,gpt-5-codex@openai,codex,False,0.0,False,251.6820068359375,126047.0,10525.0,,14
terminalbench:adaptive-rejection-sampler__x4mfkbA,terminalbench,adaptive-rejection-sampler,gpt-5-mini@openai,openhands,False,0.0,False,845.9409790039062,919729.0,41527.0,,63
terminalbench:build-cython-ext__Udc8Uvc,terminalbench,build-cython-ext,claude-opus-4-5-20251101@anthropic,claude-code,True,1.0,True,552.4210205078125,,,,121
terminalbench:feal-linear-cryptanalysis__pGPup3V,terminalbench,feal-linear-cryptanalysis,claude-opus-4-5-20251101@anthropic,terminus-2,False,0.0,False,1832.64599609375,2246228.0,63293.0,,37
terminalbench:custom-memory-heap-crash__nMLAeVn,terminalbench,custom-memory-heap-crash,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,123.25900268554688,9078.0,12718.0,,7
terminalbench:fix-ocaml-gc__tfrhpxq,terminalbench,fix-ocaml-gc,gemini-2.5-flash@gemini,openhands,False,0.0,False,867.447998046875,7740802.0,54125.0,,157
terminalbench:df29f26e-6cf9-407d-9c72-29851ad92738,terminalbench,gcode-to-text,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,188.10000610351562,290639.0,4976.0,0.0,34
terminalbench:circuit-fibsqrt__RBqtfjv,terminalbench,circuit-fibsqrt,claude-opus-4-6@anthropic,claude-code,True,1.0,True,378.3299865722656,,,,28
terminalbench:crack-7z-hash__PBq7erQ,terminalbench,crack-7z-hash,glm-5@z-ai,terminus-2,True,1.0,True,388.67999267578125,0.0,0.0,,25
terminalbench:fix-code-vulnerability__42yv9Ea,terminalbench,fix-code-vulnerability,grok-4-0709@xai,openhands,True,1.0,True,777.0900268554688,917970.0,2699.0,,84
terminalbench:code-from-image__JHVrAzN,terminalbench,code-from-image,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,181.39500427246094,22014.0,4618.0,,8
terminalbench:cancel-async-tasks__oRjnSh2,terminalbench,cancel-async-tasks,claude-opus-4-1-20250805@anthropic,terminus-2,True,1.0,True,145.01300048828125,11410.0,3074.0,,5
terminalbench:2aff4997-34a7-44d9-b827-14c18bdc75a6,terminalbench,fix-git,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,166.6280059814453,62117.0,4182.0,0.0,14
terminalbench:git-leak-recovery__GccREUu,terminalbench,git-leak-recovery,gpt-5@openai,terminus-2,False,0.0,False,511.2569885253906,38744.0,19250.0,,8
terminalbench:build-pmars__6ihS4Uu,terminalbench,build-pmars,gpt-5-mini@openai,terminus-2,False,0.0,False,919.4929809570312,140094.0,21249.0,,11
terminalbench:feal-linear-cryptanalysis__83tsNM2,terminalbench,feal-linear-cryptanalysis,gpt-5.2@openai,terminus-2,True,1.0,True,196.55299377441406,,,,5
terminalbench:chess-best-move__uzKn6vk,terminalbench,chess-best-move,gpt-5-mini@openai,terminus-2,False,0.0,False,514.9849853515625,186349.0,22570.0,,13
terminalbench:chess-best-move__Y6PhSJL,terminalbench,chess-best-move,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,65.75199890136719,7530.0,430.0,,2
terminalbench:cancel-async-tasks__aNhLAQX,terminalbench,cancel-async-tasks,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,63.694000244140625,3618.0,1298.0,,5
terminalbench:cancel-async-tasks__BfGhjW2,terminalbench,cancel-async-tasks,claude-haiku-4-5-20251001@anthropic,terminus-2,False,0.0,False,89.4469985961914,8776.0,2391.0,,5
terminalbench:df125087-6475-4930-8f90-3de59db52fcc,terminalbench,filter-js-from-html,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,450.80999755859375,13873.0,2846.0,0.0,9
terminalbench:circuit-fibsqrt__P6DpSw3,terminalbench,circuit-fibsqrt,gpt-5-nano@openai,terminus-2,False,0.0,False,2954.844970703125,4932499.0,163070.0,,84
terminalbench:fix-git__inukcNj,terminalbench,fix-git,gpt-5-nano@openai,codex,False,0.0,False,85.41100311279297,60107.0,4970.0,,11
terminalbench:db-wal-recovery__cyifCPv,terminalbench,db-wal-recovery,glm-5@z-ai,terminus-2,False,0.0,False,811.8250122070312,0.0,0.0,,57
terminalbench:feal-linear-cryptanalysis__RzJV4Bc,terminalbench,feal-linear-cryptanalysis,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,1821.7259521484375,1575751.0,41458.0,,55
terminalbench:financial-document-processor__5Gbrzgp,terminalbench,financial-document-processor,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,351.1440124511719,682098.0,6181.0,,75
terminalbench:count-dataset-tokens__ApLYykT,terminalbench,count-dataset-tokens,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,67.33300018310547,3154.0,616.0,,5
terminalbench:circuit-fibsqrt__wTvBcci,terminalbench,circuit-fibsqrt,gpt-5-nano@openai,terminus-2,False,0.0,False,1005.9749755859375,535818.0,76433.0,,30
terminalbench:count-dataset-tokens__rYFuC6R,terminalbench,count-dataset-tokens,gemini-2.5-pro@gemini,mini-swe-agent,False,0.0,False,946.4920043945312,2224543.0,76852.0,,37
terminalbench:crack-7z-hash__XMMFkNq,terminalbench,crack-7z-hash,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,387.885986328125,,,,33
terminalbench:financial-document-processor__mYEt8AZ,terminalbench,financial-document-processor,gemini-3-pro-preview@gemini,terminus-2,False,0.0,False,302.52398681640625,50479.0,15271.0,,8
terminalbench:dna-insert__u2py5hY,terminalbench,dna-insert,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,534.0180053710938,213980.0,84897.0,,11
terminalbench:3a60b248-b0f7-4975-9b7c-314cd10338d4,terminalbench,dna-insert,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,484.11199951171875,1175567.0,15989.0,0.0,71
terminalbench:compile-compcert__xB82W3e,terminalbench,compile-compcert,gpt-5@openai,openhands,False,0.0,False,942.7890014648438,190615.0,32198.0,,46
terminalbench:break-filter-js-from-html__MeBbnru,terminalbench,break-filter-js-from-html,gpt-5-codex@openai,terminus-2,False,0.0,False,209.6739959716797,22630.0,5221.0,,11
terminalbench:db-wal-recovery__guv629Z,terminalbench,db-wal-recovery,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,233.5709991455078,88846.0,20643.0,,18
terminalbench:dna-assembly__heLZHNt,terminalbench,dna-assembly,gpt-5-codex@openai,codex,False,0.0,False,1508.291015625,2774324.0,56200.0,,61
terminalbench:fix-code-vulnerability__xjKbwnF,terminalbench,fix-code-vulnerability,gpt-5-mini@openai,terminus-2,False,0.0,False,342.4179992675781,46283.0,8327.0,,8
terminalbench:git-leak-recovery__dh8xWRS,terminalbench,git-leak-recovery,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,127.67900085449219,576828.0,463.0,,38
terminalbench:8f926414-6f06-4fb8-a524-458a28f5de2f,terminalbench,build-pmars,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,118.7229995727539,21240.0,1011.0,0.0,4
terminalbench:financial-document-processor__UpjUFKP,terminalbench,financial-document-processor,gpt-5-nano@openai,terminus-2,False,0.0,False,1416.1590576171875,908559.0,80067.0,,47
terminalbench:configure-git-webserver__L44GvB6,terminalbench,configure-git-webserver,gpt-5.1-codex@openai,terminus-2,True,1.0,True,276.48699951171875,31708.0,11927.0,,8
terminalbench:e830ca38-0e25-4b7c-a06d-7e2de3569ae1,terminalbench,bn-fit-modify,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,80.20099639892578,6317.0,2625.0,0.0,6
terminalbench:fix-ocaml-gc__nvM7LTD,terminalbench,fix-ocaml-gc,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,True,1.0,True,2454.06103515625,3529224.0,16937.0,,106
terminalbench:financial-document-processor__C6ci54m,terminalbench,financial-document-processor,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,861.1090087890625,474316.0,18009.0,,36
terminalbench:filter-js-from-html__YVLQGC7,terminalbench,filter-js-from-html,gpt-5-nano@openai,terminus-2,False,0.0,False,2359.318115234375,41889.0,58456.0,,9
terminalbench:constraints-scheduling__rEBf9pS,terminalbench,constraints-scheduling,claude-opus-4-6@anthropic,claude-code,True,1.0,True,105.91600036621094,,,,12
terminalbench:fix-git__iqYJ9Aq,terminalbench,fix-git,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,77.53700256347656,,,,20
terminalbench:build-cython-ext__vsGW8ZT,terminalbench,build-cython-ext,grok-4-0709@xai,terminus-2,False,0.0,False,837.4199829101562,453287.0,7408.0,,23
terminalbench:adaptive-rejection-sampler__NqKQjQ6,terminalbench,adaptive-rejection-sampler,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,True,1.0,True,858.572021484375,2111545.0,56720.0,,59
terminalbench:build-cython-ext__qt6Xwx9,terminalbench,build-cython-ext,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,719.0399780273438,4237482.0,8632.0,,179
terminalbench:compile-compcert__xedfXnn,terminalbench,compile-compcert,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,2435.00390625,1651859.0,4631.0,,70
terminalbench:build-cython-ext__26RXZM6,terminalbench,build-cython-ext,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,359.8169860839844,326179.0,8444.0,,22
terminalbench:break-filter-js-from-html__dnzdZph,terminalbench,break-filter-js-from-html,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,49.14699935913086,13733.0,1290.0,,8
terminalbench:chess-best-move__h8iiJbL,terminalbench,chess-best-move,gpt-5-mini@openai,terminus-2,False,0.0,False,934.0989990234375,394791.0,31111.0,,17
terminalbench:extract-elf__TeDcpmx,terminalbench,extract-elf,claude-sonnet-4-5-20250929@anthropic,claude-code,True,1.0,True,139.86199951171875,727817.0,457.0,,34
terminalbench:extract-moves-from-video__a4TibkU,terminalbench,extract-moves-from-video,gpt-5.1-codex@openai,terminus-2,False,0.0,False,1871.3909912109375,624035.0,28772.0,,36
terminalbench:dna-insert__toiKK8B,terminalbench,dna-insert,claude-haiku-4-5-20251001@anthropic,openhands,False,0.0,False,1391.68896484375,5386653.0,146397.0,,274
terminalbench:git-leak-recovery__RkXHAmJ,terminalbench,git-leak-recovery,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,156.93499755859375,687674.0,613.0,,44
terminalbench:6a1c027c-91af-4f56-b198-b40f889f1e21,terminalbench,filter-js-from-html,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,454.0840148925781,34251.0,4424.0,17010.0,8
terminalbench:fix-git__i6bTVB9,terminalbench,fix-git,gpt-5-codex@openai,mini-swe-agent,True,1.0,True,115.9540023803711,39199.0,2133.0,,14
terminalbench:configure-git-webserver__xvzL2Ff,terminalbench,configure-git-webserver,grok-4-0709@xai,terminus-2,False,0.0,False,244.31500244140625,7285.0,771.0,,4
terminalbench:compile-compcert__UArtht2,terminalbench,compile-compcert,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,2433.278076171875,406174.0,17892.0,,22
terminalbench:constraints-scheduling__LGgMr6p,terminalbench,constraints-scheduling,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,203.3699951171875,94747.0,4369.0,,15
terminalbench:cobol-modernization__QcvEuDr,terminalbench,cobol-modernization,claude-opus-4-1-20250805@anthropic,terminus-2,True,1.0,True,239.97000122070312,108669.0,5990.0,,14
terminalbench:crack-7z-hash__JqMHjdt,terminalbench,crack-7z-hash,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,643.9929809570312,1366862.0,4424.0,,139
terminalbench:crack-7z-hash__9aLksjX,terminalbench,crack-7z-hash,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,924.6920166015625,6445293.0,21855.0,,174
terminalbench:7dd170c9-07e4-49fd-8630-3f3b735ef677,terminalbench,extract-moves-from-video,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,841.0880126953125,1016189.0,13092.0,0.0,85
terminalbench:filter-js-from-html__AHcQFbQ,terminalbench,filter-js-from-html,claude-haiku-4-5-20251001@anthropic,mini-swe-agent,False,0.0,False,590.1069946289062,48296.0,5512.0,,13
terminalbench:cobol-modernization__D37VA7b,terminalbench,cobol-modernization,claude-sonnet-4-5-20250929@anthropic,openhands,True,1.0,True,457.3009948730469,1331143.0,14123.0,,131
terminalbench:1f191bcc-e287-4379-92e5-bc8c3cdbdc5c,terminalbench,dna-insert,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,654.0339965820312,979879.0,17690.0,0.0,42
terminalbench:b96818a5-963f-44ba-9482-4297d357695d,terminalbench,fix-git,openai/gpt-oss-120b@together_ai,terminus-2,True,1.0,True,77.31800079345703,16541.0,2202.0,0.0,8
terminalbench:dna-insert__qcSbnLC,terminalbench,dna-insert,gemini-2.5-pro@gemini,openhands,False,0.0,False,423.6449890136719,1414978.0,18163.0,,95
terminalbench:code-from-image__5vAfrS6,terminalbench,code-from-image,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,146.45899963378906,19235.0,4276.0,,8
terminalbench:git-multibranch__kbsi8ov,terminalbench,git-multibranch,gpt-5.2@openai,terminus-2,True,1.0,True,388.1619873046875,,,,7
terminalbench:feal-differential-cryptanalysis__CYcLBhG,terminalbench,feal-differential-cryptanalysis,gemini-3.1-pro-preview@Google,terminus-3-3,True,1.0,True,427.40899658203125,136478.0,40738.0,,14
terminalbench:cobol-modernization__HcQMtS8,terminalbench,cobol-modernization,gemini-3-flash-preview@gemini,terminus-2,True,1.0,True,148.84800720214844,,,,14
terminalbench:caffe-cifar-10__7pZPDF7,terminalbench,caffe-cifar-10,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,184.13299560546875,249899.0,1076.0,,12
terminalbench:fix-git__bX9p7PQ,terminalbench,fix-git,minimax-m2.5@Minimax,terminus-2,True,1.0,True,196.5449981689453,24241.0,4763.0,,22
terminalbench:financial-document-processor__tVZVmgD,terminalbench,financial-document-processor,grok-4-0709@xai,openhands,False,0.0,False,1330.614990234375,1371971.0,10907.0,,125
terminalbench:gpt2-codegolf__NmBfEWq,terminalbench,gpt2-codegolf,gpt-5-mini@openai,openhands,False,0.0,False,798.7260131835938,102273.0,46023.0,,35
terminalbench:custom-memory-heap-crash__eWAtQ93,terminalbench,custom-memory-heap-crash,grok-code-fast-1@xai,terminus-2,False,0.0,False,219.27000427246094,24371.0,1579.0,,5
terminalbench:git-leak-recovery__pT4zFgu,terminalbench,git-leak-recovery,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,183.53399658203125,206730.0,1540.0,,50
terminalbench:distribution-search__Lxi6NZi,terminalbench,distribution-search,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,395.822998046875,,,,21
terminalbench:git-leak-recovery__qcsYsVa,terminalbench,git-leak-recovery,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,88.47699737548828,18887.0,1678.0,,8
terminalbench:feal-linear-cryptanalysis__UNwqgpP,terminalbench,feal-linear-cryptanalysis,gpt-5-mini@openai,mini-swe-agent,True,1.0,True,984.4869995117188,169639.0,49799.0,,16
terminalbench:dna-insert__PP2bySK,terminalbench,dna-insert,claude-opus-4.6@anthropic,judy,True,1.0,True,1390.487060546875,,,,51
terminalbench:fix-git__oVTfUVe,terminalbench,fix-git,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,449.9490051269531,98981.0,64686.0,,10
terminalbench:git-multibranch__57WiSXW,terminalbench,git-multibranch,minimax-m2.5@Minimax,terminus-2,True,1.0,True,583.093994140625,19064.0,6266.0,,35
terminalbench:chess-best-move__5Jf8QxH,terminalbench,chess-best-move,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,90.75299835205078,81366.0,1578.0,,18
terminalbench:build-pmars__CNbfuqi,terminalbench,build-pmars,gpt-5-nano@openai,terminus-2,False,0.0,False,916.0189819335938,670535.0,59652.0,,29
terminalbench:ab3f59c0-cac2-43b5-9854-9bdf15cdd247,terminalbench,build-cython-ext,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,489.63800048828125,2356854.0,9092.0,0.0,189
terminalbench:extract-elf__hPB3HBM,terminalbench,extract-elf,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,127.29299926757812,89695.0,4392.0,,12
terminalbench:feal-differential-cryptanalysis__pWmdAvt,terminalbench,feal-differential-cryptanalysis,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,424.5559997558594,16308.0,65733.0,,3
terminalbench:financial-document-processor__tTKTj79,terminalbench,financial-document-processor,grok-4-0709@xai,terminus-2,False,0.0,False,405.3389892578125,34217.0,2255.0,,7
terminalbench:build-pov-ray__rp8sQG3,terminalbench,build-pov-ray,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,1148.2979736328125,1377609.0,12576.0,,47
terminalbench:fix-ocaml-gc__83vkRqm,terminalbench,fix-ocaml-gc,gemini-2.5-flash@gemini,mini-swe-agent,False,0.0,False,3829.2099609375,38004386.0,641292.0,,136
terminalbench:841b0b6d-3f6f-4f4d-9ad9-42fddb162e81,terminalbench,fix-ocaml-gc,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,3689.237060546875,1070266.0,37850.0,0.0,39
terminalbench:distribution-search__GYe5okP,terminalbench,distribution-search,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,1520.998046875,1193239.0,27115.0,,108
terminalbench:feal-differential-cryptanalysis__C5xizeX,terminalbench,feal-differential-cryptanalysis,claude-opus-4-1-20250805@anthropic,claude-code,False,0.0,False,680.323974609375,1321561.0,475.0,,46
terminalbench:feal-linear-cryptanalysis__gnwNwpb,terminalbench,feal-linear-cryptanalysis,claude-opus-4-1-20250805@anthropic,openhands,False,0.0,False,1623.9029541015625,643172.0,21029.0,,64
terminalbench:custom-memory-heap-crash__r3WUP2f,terminalbench,custom-memory-heap-crash,gemini-2.5-pro@gemini,terminus-2,True,1.0,True,282.5260009765625,47774.0,17839.0,,11
terminalbench:cobol-modernization__vmUqBoN,terminalbench,cobol-modernization,openai/gpt-oss-120b@together_ai,mini-swe-agent,True,1.0,True,153.6999969482422,47259.0,6241.0,,12
terminalbench:gpt2-codegolf__FnH7QUA,terminalbench,gpt2-codegolf,gpt-5-codex@openai,codex,False,0.0,False,69.01699829101562,3402.0,1817.0,,3
terminalbench:git-multibranch__LYnQyof,terminalbench,git-multibranch,gpt-5@openai,mini-swe-agent,False,0.0,False,307.0870056152344,11064.0,13263.0,,6
terminalbench:distribution-search__2AP8w8d,terminalbench,distribution-search,gpt-5-mini@openai,mini-swe-agent,True,1.0,True,698.5570068359375,76622.0,34497.0,,12
terminalbench:adaptive-rejection-sampler__AfJmk7b,terminalbench,adaptive-rejection-sampler,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,976.0809936523438,60410.0,6701.0,,5
terminalbench:db-wal-recovery__4Cv6xPw,terminalbench,db-wal-recovery,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,182.37100219726562,162774.0,10563.0,,46
terminalbench:feal-linear-cryptanalysis__7DawVSu,terminalbench,feal-linear-cryptanalysis,gpt-5-nano@openai,codex,False,0.0,False,159.8730010986328,200691.0,9889.0,,17
terminalbench:5056b692-ab57-4b2f-9895-9b367bd0c5df,terminalbench,custom-memory-heap-crash,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,201.3679962158203,53027.0,6434.0,0.0,9
